Gene_ID	Box2_F4_ND_3h_AF	Box2_F7_ND_3h_AF	Box2_G1_ND_3h_AF	Box2_G4_ND_3h_AF	Box3_A3_ND_3h_AF	Box3_A4_ND_3h_AF	Box3_A5_ND_3h_AF	Box3_C2_ND_3h_YF	Box3_E4_ND_3h_YM	Box3_E6_ND_3h_YF	Box4_A4_ND_3h_YF	Box4_A5_ND_3h_YF	Box4_C3_ND_3h_YF	Box2_F3_ND_24h_AF	Box2_G2_ND_24h_AF	Box2_G3_ND_24h_AF	Box2_G5_ND_24h_AF	Box2_G6_ND_24h_AF	Box2_G7_ND_24h_AF	Box3_A2_ND_24h_AF	Box3_F1_ND_24h_YM	Box4_A3_ND_24h_AM	Box4_C1_ND_24h_AM
ENSMUSG00000091694	4927.73	3028.25	4048.14	4460.12	2492.83	302.99	1437.91	193	663.97	1587.84	2928.07	1565.93	2253.86	3594.86	1274.92	361	1975.21	20252.06	233	1113.95	1369.24	5265.13	1978.96
ENSMUSG00000091712	3	3	7	2	0	0	0	0	0	0	2	2	0	0	0	2	2	1	0	1	2	5	0
ENSMUSG00000091736	6.44	8	0	3	1	0	4	3	0	0	0	4	2	1	2	1	4.85	2	0	0	0.91	0	0
ENSMUSG00000091747	129.62	169.63	197.95	126.54	1	2	13.13	11.09	40.25	57.51	120.5	316.17	84.56	57.4	91.32	9	27.13	17.19	3	10	20.3	40.93	39.42
ENSMUSG00000091754	1	1	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000091780	2.49	0.51	0.59	3.16	2	0	0	0	2.07	0.51	1.68	5.99	0	0	0	0	0	0	1	0	0	0.32	0
ENSMUSG00000091803	15	12.12	21	7	2	2	20	5	5	9	21	34	24	6	8	0	9	2	1	0	0	6	3.73
ENSMUSG00000091811	15	10	18	17	2	0	4	1	13	11	16	40	15	10	16	1	8	4	0	0	14	23	15
ENSMUSG00000091825	0	1	3	2	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000091831	1	0	3	0	0	0	0	0	2	0	1	2	0	1	0	0	0	0	0	0	1	1	2
ENSMUSG00000091845	7.24	6.15	4.15	8.41	2.15	3.06	16.91	3.15	7.35	7.25	20.87	21.84	23.37	5.06	11.25	0	5.1	4.08	0	1.04	2.04	9.33	5.12
ENSMUSG00000091854	0	0	0.64	1.08	0	0	0	0	4	3.76	1.15	2.26	0.91	1	0.96	0	0	0	0	0	0	0	0
ENSMUSG00000091896	174.84	135.51	173.29	94.69	16.89	13.75	58	17.19	38	49	135.17	245.35	69.49	58.56	143.89	10.2	50.71	46.29	7.52	13.49	51.77	90.57	36.79
ENSMUSG00000091898	1	1	0	0	0	0	2	0	0	1	0	1	0	0	0	1	2	1	0	1	0	1	0
ENSMUSG00000091900	0	0	3.45	0	0	0	0	0.5	0.5	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0.5
ENSMUSG00000091905	0	0	0	0	2.6	0	0	0	0	0	2.16	0	1.44	1.98	1.56	0	3.81	0	0	0	0	0	0
ENSMUSG00000091921	0	1	0	4	0	0	2.99	0	2	4.83	3	0	0	2	1.99	1	0	0	0	0	4	2	1
ENSMUSG00000091931	8.86	9.94	18.3	6	0	2	4	1	2	3	3	15.53	1	8.84	14	0	8	3	0	0	1	8.9	4.87
ENSMUSG00000091955	0.7	1.11	0	0	0	1.02	1.11	0	0	0	0	5.35	1.11	0	0	0	0	1.09	0	0	0	1.1	2.2
ENSMUSG00000091957	1.81	0	2.45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.84	0	0.14
ENSMUSG00000091964	58.29	22.47	63.39	26.47	1.5	0	6	3.5	8.5	34.54	42.5	76.1	30.33	10.18	8.19	1	7.72	6.99	0	1	15.03	31.52	10.57
ENSMUSG00000091971	10.07	0	3.78	0	0	0	0	1.95	1.25	1	4.03	25.86	2	0	41.18	1	11.36	3.16	1	12	0	2.47	1.5
ENSMUSG00000091981	2	1	0	1	0	0	0	0	0	3	1	5	0	1	1	1	3	0	0	0	2	1	1
ENSMUSG00000091985	0	0	2	2.08	0	0	0	0	1.05	1.06	3	2.13	0	0	4	0	0	0	0	0	0	1.07	0
ENSMUSG00000091994	2	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	0	0	0	0	1	0
ENSMUSG00000091996	4	0	3	2	0	0	0	0	0	0	0	1	1	0	4	0	0	0	0	0	0	0	0
ENSMUSG00000092006	2.86	0.58	0	0	1.92	0	5	0	0.18	0.08	8.64	7.41	3.22	0	0	0	2.17	0	0.82	0.48	0.39	2.72	6.83
ENSMUSG00000092009	2	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092021	1	0	0	0	0	0	1	0	0	1	1	1	1	0	0	0	0	0	0	1	1	0	0
ENSMUSG00000092035	142	111	100	107	0	2	16	6	25	29	60	111	31	121	73	14	15	10	3	8	32	82	28
ENSMUSG00000092043	0	0	0	1	0	3	0	1	0	0	2	13	2	2	6.69	1	2	0	0	0	0	0	0
ENSMUSG00000092060	19	19	26	13	0	1	3	2	6	12	11	19	2	22	14	3	9	3	0	2	2	11	6
ENSMUSG00000092072	8	4.21	10.63	10.45	6	8	18.28	1	0	5	13.21	33.48	6.73	4	7	0	2	1.67	0	2	2	0	2
ENSMUSG00000092074	8.89	1.94	5.02	2.53	0	2.53	0	0	0	4.3	13.85	28.27	8.05	6.01	5.71	1.92	2.03	4.51	2.11	0	0	10.9	5.91
ENSMUSG00000092103	0	1.31	0	0	0	0	0	0	0	0	0	0	2.44	0	0	0	0	1.41	0	0	0	0	0
ENSMUSG00000092116	2.03	0	1	0	2	0	0	1	1	0	0	2.01	1	0	0	0	1.03	0	0	0	0	0.91	0
ENSMUSG00000092118	3	3	4	1	0	0	2	0	0	1	1	6	2	0	0	0	0	2	0	0	0	0	0
ENSMUSG00000092130	7.41	7.51	7.56	7	0	2	1	2	1	9.5	14.04	7.48	0	17.9	5.43	3.39	16.29	6	2	3.58	9.2	21.26	6.81
ENSMUSG00000092137	8.04	3.66	0	0	0	0	0	0	0	0	4.79	0	0	0	0	0	0.07	0	0	0	0	0	0
ENSMUSG00000092178	0	0	0	1	0	0	0	1	0	0	0	2	0	0	2	0	0	1	0	0	0	0	0
ENSMUSG00000092203	8	2	9	4	3	3	4	3	2	3	7	15	6	2	4	0	2	1	0	1	3	2	8
ENSMUSG00000092210	2	1	4	3	0	0	1	2	0	2	2	4	1	4	0	0	5	1	0	0	2	6	6
ENSMUSG00000092220	2.1	0	3.92	0.8	0	0	0	0	2.12	0	0	0	0	0.91	0	0	0	1.33	0	0.77	0.68	0.11	0
ENSMUSG00000092222	3	0	0	1	0	0	1	0	1	1	2	0	0	0	0	0	0	0	0	0	0	1	2
ENSMUSG00000092232	0	0	0	0	0	2	2	0	1.2	0	0	2.91	3.54	7.04	5.91	2.22	0	0	0	0	3.62	0	5.5
ENSMUSG00000092241	0	0	0	2.27	0	0	0	0	0	1	0	1.07	1	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000092260	4	5.61	8.9	4.54	2	0	0	0	0	0	4	3	1	0	5	0	0	0	0	0	1	0	1
ENSMUSG00000092274	521	388	742	315	14	18	88	75	49	181	487	966	123	177	96	42	114	113	13	32	71	215	83
ENSMUSG00000092277	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	3
ENSMUSG00000092283	3.19	1.66	0.55	0	0	0	0	0.33	0	0	3.06	0	0	0	3.88	0	0	6.58	1	1.64	0.47	0	1.95
ENSMUSG00000092300	0	1	1	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	1
ENSMUSG00000092310	0	0	2.94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
ENSMUSG00000092329	104.38	133.27	0	54.7	2	0	16	9.85	38.46	41.62	65.08	146.21	0.82	36.65	46.47	22.68	55.07	16.28	10.79	18.48	27.11	86.53	76.94
ENSMUSG00000092341	531.15	399	642.18	334	47	39	278	89	60.83	369	1077.02	2040.14	472.65	331.96	1117.12	42	227	137	16	76	33	118.18	126
ENSMUSG00000092349	2	0.97	5	1	0	0	1	1	1	0	1	2	1	1	2.08	0	1	6	0	0	0	5.68	1
ENSMUSG00000092354	1	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	2	0	0	0	1.84	0
ENSMUSG00000092368	3.07	0	2.13	0	0	1	3	0	2.53	2	0	7.76	6.17	0.04	0	1	11.56	11.61	1	3.1	0	5.28	1.4
ENSMUSG00000092384	0	1	0	1	0	0	1	1	0	0	1	2	1	0	0	0	0	1	0	0	0	1	1
ENSMUSG00000092386	0	0	0	2.03	0	0	0	0.55	0.96	0.9	1.13	4.85	0	0.06	0	0	0	0	0	0	0	0	0
ENSMUSG00000092395	0.05	0.05	2.15	0	0	0	1.63	1.77	3.52	0	5.5	0	2.23	0	2.71	1.34	0.91	3.68	1	0.48	1.05	5.67	9.66
ENSMUSG00000092400	9.12	7	5.46	6.18	0	1.42	2	0	1	3.12	6.09	11.02	5.05	1	9.37	0	4	4	0	0	1.94	2.37	4
ENSMUSG00000092412	5.4	7.78	5.6	0	0	0	0	0	4.51	0	5.31	0	0	0	3.71	0	0	0	0	0	0	0	4.59
ENSMUSG00000092416	4	8	6	4	4	1	5	0	1	2	3	8	2	3	3	1	2	4	0	2	4	3	0
ENSMUSG00000092417	18	22	31	15.73	2	2	13	5	19	17	29	48.93	27	12	22	4	5	8	1	1	10	25	20
ENSMUSG00000092418	0	2	6	0	0	0	0	0	0	0	6	2	4	0	1	1	0	0	0	0	0	3	0
ENSMUSG00000092470	2.07	1.83	3.17	0	0	0	0	0	0	2.69	0	0	0	0	0	0	0	0	0	0	0	0	2.19
ENSMUSG00000092486	6	4	6	6	5	1	1	0	2	3	10	19.96	7.98	6	1.47	1	6	10	0	2	3	6	4
ENSMUSG00000092490	0	0	1	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0
ENSMUSG00000092500	14	9	21	7	0	0	0	0	0	0	1	4	0	0	0	0	1	1	0	0	0	0	0
ENSMUSG00000092511	3.6	2.87	0	0	0	0	0	0	0	0	0	4.7	0	0	0	0	5.53	0	0	0	0	5.78	0
ENSMUSG00000092534	17.91	6.92	8.27	0.73	0.87	0	0.59	3.61	0.41	0	11.02	16.1	4.06	1.41	5.99	1.37	1.5	3.56	0	0	0	5.65	6.96
ENSMUSG00000092540	0	0	0	0	0	0	0	0	1	0	3	2	1	0	0	0	0	0	0	0	0	1	2
ENSMUSG00000092544	0	0.39	0.1	1.46	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	1	0
ENSMUSG00000092558	23.1	27.53	31.8	19.8	1	2	7	3	5	12	13	41.72	9	9.52	4.63	1	9	8.16	0	1	5	12	4
ENSMUSG00000092564	4	2	2	4	1	0	6	0	4	3	4	8	2	2	1	0	6	5	0	0	5	3	6
ENSMUSG00000092572	32.39	1.32	23.03	27	6	4.03	9.55	2.68	6.34	19.36	28.75	52.08	21.18	6.34	9.57	3	11.88	16.19	0	3	0	8.11	10
ENSMUSG00000092586	51	27	36	24	8	1	28	9	59	51	123	192	58	33	57	5	29	18	1	16	87	236	131
ENSMUSG00000092592	0	0	1.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1.13	0
ENSMUSG00000092593	1	1	2	1	0	1	3	0	1	1	4	6	0	1	1	0	1	0	0	0	0	2	2
ENSMUSG00000092595	0	0	9.06	0	0	0	3.21	0	0	4.01	4.18	7.36	11.25	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092600	2	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0
ENSMUSG00000092607	16	22	24	7	0	0	6	2	11	14	23	42	26	4	18	0	9	5	0	0	13	29	19
ENSMUSG00000092622	4	0	2.17	1	0	0	0	0	0	1	1	3	0	0	1	0	1	1	0	0	1	0	0
ENSMUSG00000092623	1	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000092626	0	2	2	0	0	0	1	0	0	0	4	3	0	3	0	0	1	1	0	0	0	1	3
ENSMUSG00000092627	1.4	0.16	6.18	1.58	0	0	3	0	0.16	2.15	8.43	1.82	3	7.66	1.3	1	3.04	5	1	0	4.42	19.68	0.44
ENSMUSG00000092837	0	3	0	0	0	0	1	0	2	0	0	4	2	0	0	1	0	1	0	0	0	1	1
ENSMUSG00000092920	3	8	11	0	0	0	1	0	1	1	6	11	2	1	1	1	0	0	0	0	1	3	0
ENSMUSG00000092974	0	0	1.03	0	0	0	0	0	0	0	0.84	2.53	0	1	0	0	0	0.97	0	0	0	2.84	0
ENSMUSG00000093164	0	0	0.82	0.59	0	0	0	1	0	0.97	1.53	3.07	1	0	0	0	0	0	0	0	0	0	2
ENSMUSG00000093185	1.49	0.59	0	0	0	0	0	0	0.48	0	0	0.8	0	2.72	0	0	0	0	0	0	0	0.93	3.58
ENSMUSG00000093385	5	1.98	1.06	3	0	0	0	0	1.99	1.99	0.99	2.02	1.11	1	6.03	1	3.95	2.99	0	0	0	0	0
ENSMUSG00000093392	0	3.89	1.02	0	0	0	1.87	0	0.97	1.74	0	0	0	0.3	4.91	1.29	0	0.44	0	0	2.64	2.09	0
ENSMUSG00000093416	0	1.12	0	0.71	1.01	0	0	0	0	1.97	1	2	0	1	0.99	0	0	0.98	0	0	1	1.88	3.23
ENSMUSG00000093445	97.4	86.61	170.9	60.59	4	1	3	7	83.49	63.3	114.5	188.06	80.99	37.34	22.72	10	18.02	16.53	3	12	55.92	123.59	65
ENSMUSG00000093456	1.39	0	0	0	0	0	1.19	0	0	1.4	0	0	0	0	0	0	0	0	0	0	1.5	0	1.47
ENSMUSG00000093467	4.62	0	14.02	2.5	2.47	1.44	12.63	2.38	9.57	8.42	26.09	25.33	27.63	9.45	4.91	1.53	7.45	0.99	1.08	2.07	19.32	20.63	20.52
ENSMUSG00000093470	25	27	34	23	1	2	5	1	2	9	13	48	7	10	18	1	1	1	0	1	2	9	1
ENSMUSG00000093483	0	1	2	0	0	0	0	0	1	1	0	1	0	0	2	0	0	0	0	0	0	1	0
ENSMUSG00000093485	0	0	6.38	0	0.17	3	1.14	1	6.43	8.5	6.29	0	3.25	0	0.92	0	0	5.8	0	1.92	0	0	4.76
ENSMUSG00000093553	0	3.97	0	0	0	0	0	1.78	0	0	0	0	0	0	0	0	1.16	0	0	0	0	0	0
ENSMUSG00000093565	0	1	0	0	0	0	2	0	0	0	3	1	0	0	3	0	1	1	0	0	0	0	1
ENSMUSG00000093575	0	0	0	4.62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.57	1.51
ENSMUSG00000093577	4.81	0	0	1.96	0	0	0	0	3.16	0	1.58	2.54	1.21	0	6.04	0	0	1.37	0	0	0	1.47	0
ENSMUSG00000093593	0	2.36	0	0	0	0	0	0	0	0	3.4	5.4	2.39	2.31	0	0	0	0	0	0	0	0	0
ENSMUSG00000093594	2.06	5.31	8	1	1.12	1	4	3	1	1	6	6.26	1	1.09	3	1	1	0	0	0	0	0	0
ENSMUSG00000093606	0	0	1	0	1	0	1	0	0	0	2.01	0	0	0	1.42	0	0	0	0	0	1	0.98	1
ENSMUSG00000093661	37	21	41.98	11	0	0	3	2	9	8	26.97	44	13	5	27	0	5	4	0	2	8	14	15
ENSMUSG00000093674	5590.91	4352	4968	5984.93	4516.44	3275.59	8671.34	1392	3855	5237.34	7521	7536.8	8013	4281	6002.8	872	4948	8581.83	394	2105	3058.74	5968	5991.04
ENSMUSG00000093677	0	0	0	1	0	0	0	0	0	1	0	1	0	2	0	0	1	1	0	1	1	0	0
ENSMUSG00000093752	76.06	48.46	91.74	19.17	2.49	0	9.71	4.6	8.32	17.5	35.05	68.01	13.15	0	14.66	0	19.46	6.86	0	3.48	6.33	19.4	3.81
ENSMUSG00000093760	1	0	3.06	0.67	1.87	0	2.99	1	3.02	0	2.5	2.68	4.14	0	4.13	0	0	0	0	0	1	0	0
ENSMUSG00000093765	2	1	3	0	0	0	0	0	1	1	2	3	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093769	0	4.2	0	0	1.93	2.48	2.87	0	0	5.67	0	4.02	6.09	5.95	3.45	1.26	1.7	0	1	1.95	6.05	3.68	0
ENSMUSG00000093803	0	0	1	0	0	0	0	0	0.5	0	0	0.5	0	0	1.5	0.5	0	1	0	0	0	0.5	0
ENSMUSG00000093809	3.28	1.36	1.47	1.53	1	1.2	1.57	0	0	3.4	0	5.09	1.49	0	1.1	0	0	4.47	2.67	1	0	0.6	2
ENSMUSG00000093861	4	9.56	12	4.57	0	0	0	0	3	2	12	10	1	3	5.01	0	0	0	0	1	2.5	2	4
ENSMUSG00000093880	0	2.22	2.16	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1
ENSMUSG00000093894	0.96	4	4	4	0	0	0	1	0	0	3	6	0	0	6	0	0	0	0	1	0	1	0
ENSMUSG00000093904	75.27	40.53	68.03	63.17	15	16.03	66.68	26.3	12.55	36.17	85.97	124.89	49.18	28.61	121.31	4.62	29	50.85	1.12	1.11	9.2	17.15	17.15
ENSMUSG00000093930	18	19	29	27	0	1	1	0	0	9	17	24	10	5	12	0	7	6	0	1	1	4	2
ENSMUSG00000093938	181.93	144.37	156.5	65.84	0.27	0	6.16	4	18	27.15	55.2	117.18	18.63	28.97	55.07	9	7.26	4.17	1	3	9.79	43.61	11.17
ENSMUSG00000093954	807.31	485.19	678.67	620.87	268.07	79.79	378.96	75.23	267.4	504.29	468.11	473.78	457.94	620.12	590.25	65.34	196.54	669.32	17.4	80.54	351.98	561.49	264.61
ENSMUSG00000093973	13.9	27.88	63.92	0	0	0	1	0	0	7.01	14.05	6.58	4.24	5.52	2.22	0	1.6	0	0	0	0	6.33	5.89
ENSMUSG00000093979	3	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093989	214.56	176.96	250.89	175.21	17	31.81	141.62	38.75	224.79	196.67	410.94	709.82	204.78	169.92	206.54	25.53	188.39	77.07	11	33.07	281.92	738.31	426.63
ENSMUSG00000094006	3	5	1	5	0	0	0	1	2	3	4.09	10	2	2	0	0	0	0	0	1	3	2	3.59
ENSMUSG00000094030	2.02	0	3.98	0.99	2.35	2	1	0	0	0	0	4.75	0	0	3.03	0	0	2	0	1	0	0	0.98
ENSMUSG00000094062	2	1	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000094075	4	1	1	2	0	0	0	1	3	2	6	5	0	2	3	0	1	0	0	0	0	1	3
ENSMUSG00000094076	2.5	1	0	0.5	0	0	0.5	0	0	0	0.5	0.5	0	0	0	0	0	0.5	0	0	0	0	0
ENSMUSG00000094087	1	1	1	1	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094088	1	3	4	1	0	0	0	0	2	2	6	6	0	2	1	0	1	0	0	0	0	1	2
ENSMUSG00000094094	1.33	2.29	0	0	0	0	0	0	0	0	3	0	1.33	0	0	0	0	0	0	0	1	2	0.5
ENSMUSG00000094103	29.61	13.86	16.25	14.07	0.8	0.57	6.45	0	0	14.3	13.56	31.28	5.19	7.52	58.89	1.17	4.49	6.13	0	2.53	3.69	11.56	7.82
ENSMUSG00000094114	1	0	4.09	5.72	0	0	2	0	1	1.6	2	4	1	1	1.99	0	0	0	0	1	0	0	0
ENSMUSG00000094117	4	7	7	1	0	0	1	1	0	3	12	8	1	3	0	1	1	3	0	0	0	0	1
ENSMUSG00000094122	0	0	0.7	0	0.7	0	0	0	0	0	0	0	1.69	0.81	0	1.47	0	0	0	0	2.58	0	0.57
ENSMUSG00000094124	2	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094127	0	0.65	0	0	1.51	0.82	0	0	0	4.39	0	0	1.72	0	0.42	0	0	0	0.73	0.82	0	0	5.5
ENSMUSG00000094130	1.08	3.25	0	2.96	0	0	0	0.81	0	0.31	0.78	4.67	1.23	0.56	0	0	0.89	0	0	0	0	0	0
ENSMUSG00000094194	3	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094198	10	3	1	1	0	0	1	0	1	0	2	0	0	2	0	0	0	0	0	0	1	0	0
ENSMUSG00000094235	0	0	1	0	0	0	0	0	0	0.5	0	2	0	0	0	0	0	2	0	0	0	0	0
ENSMUSG00000094248	0	5.57	0	0	8.21	0	3.08	0	6.44	0	0	5.65	0.85	8.26	9.31	0	3.61	18.8	3.07	3.38	0	10.42	9.73
ENSMUSG00000094286	1.92	5	12.53	0	0	1	0	0	0	0	5	0	0	0	2.99	1	0	0	0	0	0	2	0
ENSMUSG00000094322	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	1	0	2
ENSMUSG00000094335	10	7.44	14	3.43	0	0	4	5	7	5	8	28	10	3	1.99	3	0	0	0	1	2.5	2	6
ENSMUSG00000094345	4	1	3	0	0	0	0	1	3	0	2	1	0	2	3	0	0	0	0	0	2	1	1
ENSMUSG00000094356	0	1	0	1	0	0	1	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000094365	0	6.46	0	0	0	0	0	0	0	0	0	0	0	0	3.54	0	0	0	0	0	0	0	0
ENSMUSG00000094388	0	0	1.86	0	0	0.36	0	0	0	0	0	0	0	0	5.75	0	0	0	0	0	0	0	0
ENSMUSG00000094410	8.5	1.7	3.43	5.11	0	0	0	0	0	3.45	0	6.79	3.33	1.73	13.59	0	0	0	0	0	0	0	0
ENSMUSG00000094420	8	7	5	2	0	2	1	2	2	0	14.37	20.91	3	4	1	0	0	0	0	1	0	1	2
ENSMUSG00000094433	2.67	5.71	14	4	0	0	0	0	2	3	6	14	2.67	6	1	1	2	0	0	0	0	0	0.5
ENSMUSG00000094437	4.95	8.31	2.8	0.63	0	0	8.24	6.29	1.19	0	0	6.14	10.73	7.05	16.58	2.68	2.36	14.3	0	0.57	4.24	3.71	7.49
ENSMUSG00000094441	2	0.5	2	3.75	0	0	2	0	0	0	0	2	0	0	3	1	0	0	0	0	0	0	0
ENSMUSG00000094446	1.64	0	0	4.17	0	0	1.55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7
ENSMUSG00000094472	14.06	8.59	3.02	2.21	1	0	0	0	0.98	0.92	3.01	5.19	1.99	1.99	8.76	0	0	4.48	0	0	1	1.19	5.05
ENSMUSG00000094483	122	105	148	83	8	1.04	32	9	37	33	112	191	46	38	87	8	20	15	0	4	31	55	45
ENSMUSG00000094491	1	1	2	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	1	0
ENSMUSG00000094525	1	1	2	0	0	0	0	0	2	1	1	3	1	0	0	0	1	0	0	0	1	6	0
ENSMUSG00000094546	8	4	9.98	2	0	0	1	1	3	5	10	9.93	2	2	0	0	0	0	0	0	0	2	1
ENSMUSG00000094561	1	1	2	3	0	0	0	0	1	1	1	1	0	1	1	0	0	0	0	0	1	0	0
ENSMUSG00000094614	3	1.59	4.1	2.21	1	0	1.06	0	2.12	6	6.83	15.1	3	3.2	4	0	0	0	0	0	1	3.33	0
ENSMUSG00000094626	2	0	2	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0
ENSMUSG00000094627	0	0	7.01	0	0	0	0	0	1.86	0	5.03	1.62	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094649	0.99	1.06	1	0	0	0	0.99	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000094686	0	0	0	0	0	0	0	0	0	2	0	3	1	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000094689	1	1	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000094694	0	4	1	0	0	0	0	0	0	2	0	3	0	0	1	0	0	0	0	0	0	2	0
ENSMUSG00000094708	159.83	123.69	143.1	62.34	12.17	4.76	11.23	5.69	78.86	45.99	122.1	241.01	9.1	70.84	110.06	9.7	33.28	0	10.5	7.1	97.24	273.21	28.21
ENSMUSG00000094724	89.41	62.42	126.61	67.11	8.53	6.24	44.7	18.78	51.32	58.45	155.81	307.91	125.91	39.45	184.78	8	37.67	29.58	1.71	5.34	15.57	60.3	60.87
ENSMUSG00000094749	3	0	0	2	0	0	1	0	0	1	2	2	0	2	0	1	0	0	0	0	0	0	2
ENSMUSG00000094766	0	0	2	2	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094777	38.63	31.11	31.18	18.22	0	4.33	14.88	7.41	19.67	23.87	42.66	67.22	16.2	31.81	54.9	9.04	21.2	22.17	0	0	57.04	54.3	41.76
ENSMUSG00000094786	1	1.05	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000094787	1	1	1	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000094796	4	0	7	4	0	0	0	3	0	1	2	5	4	0	0	0	3	1	0	0	0	1	3
ENSMUSG00000094797	7	5	8	2	0	1	3	4	2	2	10	24	3	4	0	0	3	1	0	0	2	2	2
ENSMUSG00000094800	0	2	0	0	1	1	0	0	1	0	0	0	1	1	4.91	0	0	0	0	0	0	2	0
ENSMUSG00000094828	0	1	1	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0
ENSMUSG00000094840	1	0	0	0	0	0	0	0	0	1	1	4	0	0	2	0	1	0	0	0	4	1	2
ENSMUSG00000094856	0	3.97	3.31	2.12	0	0	0	0	0	1.55	1.99	2.73	0	0	4.33	0	0	0	0	0	0	0.82	0
ENSMUSG00000094870	35	31	33	14	1	2	14	2	1	6	12	28	3	8	21	0	5	1	0	3	0	8	3
ENSMUSG00000094872	5	4	3	1	0	0	0	1	2	1	7	10	2	1	0	0	1	0	0	0	1	2	5
ENSMUSG00000094910	4	3	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094930	4.31	2	5	4.36	0	1	0	0	1	0	4	7	1	0	2	0	0	0	0	0	0	1	1
ENSMUSG00000094935	0	0	0	0	0	1	0	1	1	6	0	0	0	4	0	1	3	0	1	2	0	0	3
ENSMUSG00000094936	42.03	24.76	19.73	21.18	5	2	19.73	10.35	16.29	23.56	43.69	80.2	16.46	18.19	17	0	20.75	8.82	0	1.89	20.12	51.17	36.12
ENSMUSG00000094942	1	2	0	0	0	1.42	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094989	1.38	1.25	0	0	0	0	0	0	0	0	0	3.14	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095007	2	2	1	1	0	0	1	0	1	2	5	3	1	1	0	0	0	0	1	1	2	0	1
ENSMUSG00000095028	134.61	87.2	126.23	16.92	5.82	2.45	10.73	6.68	9.49	25.41	52.02	100.9	20.02	16.48	6.71	7.51	14.33	3.29	0	2.53	1.42	27.68	2.66
ENSMUSG00000095042	0	0	0	0	0	0	0	0	0	0	0	0	2.57	0	0	0	0	0	0	0	0	0	5.11
ENSMUSG00000095071	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0
ENSMUSG00000095079	50	17	70	28	0	0	1	5	87	43	367	186	19	9	9	0	1	3	0	5	28	5	121
ENSMUSG00000095098	16	2	4	0	4	0	1	1	7	8	12	22	15	1	4	0	4	2	0	3	4	5	2
