Gene_ID	Box2_F4_ND_3h_AF	Box2_F7_ND_3h_AF	Box2_G1_ND_3h_AF	Box2_G4_ND_3h_AF	Box3_A3_ND_3h_AF	Box3_A4_ND_3h_AF	Box3_A5_ND_3h_AF	Box3_C2_ND_3h_YF	Box3_E4_ND_3h_YM	Box3_E6_ND_3h_YF	Box4_A4_ND_3h_YF	Box4_A5_ND_3h_YF	Box4_C3_ND_3h_YF	Box2_F3_ND_24h_AF	Box2_G2_ND_24h_AF	Box2_G3_ND_24h_AF	Box2_G5_ND_24h_AF	Box2_G6_ND_24h_AF	Box2_G7_ND_24h_AF	Box3_A2_ND_24h_AF	Box3_F1_ND_24h_YM	Box4_A3_ND_24h_AM	Box4_C1_ND_24h_AM
ENSMUSG00000089672	338.89	304.15	716.29	53.7	4.19	2.11	29.61	3.81	23.6	59.72	133.37	234.62	66.45	32.85	311.52	15	31.97	9.25	0	2	16.3	101.43	19.69
ENSMUSG00000089675	0	0	23.19	7.41	0	10	0	0	0	0	32.54	97.59	0	27.67	33.6	0	0	0	0	0	0	15.15	0
ENSMUSG00000089682	16	13	22	15	0	0	0	0	2.38	1	13	9.49	5.2	11.34	10.93	1.14	11	2	1	1	2.14	3	1.19
ENSMUSG00000089704	104.62	48.73	185	100.3	0	1	0	1.15	8.54	24.38	48.92	53.79	32.18	97.35	24.53	1.32	4.93	26.72	0.21	0.52	49.89	24.47	8.06
ENSMUSG00000089706	14.71	15.67	13.92	4.81	3.19	2.94	23.38	2.3	3.64	9.92	31.04	48.2	8.88	7.33	9.44	0.75	8.53	1.72	0	2.68	1.63	15.97	8.09
ENSMUSG00000089715	19	19	22	13	2	0	1	1	6	7	15	28	17	8	18.98	2	3	12	0	1	4	3	4
ENSMUSG00000089716	1	0.73	2.21	1	0	0	0	0	0	0	0	0	1	0	1.97	0	0	0	0	0	0	0	0
ENSMUSG00000089718	1	2	0	1	0	1	0	1	0	0	1	5	0	4	3	0	0	0	0	3	1	0	2
ENSMUSG00000089719	10.59	11.82	17.73	1	0	0	3	0	1	1.02	1.6	2.46	1	1.33	1	2	1	3	0	0	0	2.83	1.01
ENSMUSG00000089722	0	0	6.5	3.5	0	0	0	0.5	0.33	0	0	3.5	2.5	2	1	0.33	0	0	0.33	0	0.33	0	0
ENSMUSG00000089726	4	1	0	2	0	1	4	0	0	0	0	3	0	0	1	0	0	2	0	0	0	0	0
ENSMUSG00000089727	9	3	12.15	4	1	2	7	2	1	6	0	7	1	0	2	0	6	1	0	0	0	0	0
ENSMUSG00000089736	2	0	1	1	0	0	0	0	0.58	0	1	2	1.21	1	1.12	0	0	0	0	0	0	2	1
ENSMUSG00000089739	0	21.67	23.27	16.7	0	0	0	1.61	0	0	6.5	0	0	26.14	2.75	0	0	0	10.02	2.44	0	0	0
ENSMUSG00000089762	0	0	2	0	0	0	0	0	3	1	1	1	0	2	5	0	0	3	0	0	0	0	0
ENSMUSG00000089764	0	0	1.41	1.11	0	0	0	0	0	0	0	1.16	2.51	0	1.65	0.04	0	0	0	0	0	1.15	0
ENSMUSG00000089766	2	0	0	0	0	0	0	0	1.34	1	0	1.21	1	0	0	0	0	5	0	0	1	0	0
ENSMUSG00000089768	1	1	1	2	1	1	1	0	0	0	1	3.52	0	0	1	1	0	0	0	0	0	1	0
ENSMUSG00000089774	0	2	0	0	1	0	0	0	0	1	1	4	0	0	2	0	0	0	0	0	0	2	0
ENSMUSG00000089788	25.21	25.6	15.58	19.65	5	4.16	18.05	2	3.13	5.34	30.25	59.43	9.9	6	26.64	3.86	1.01	3.04	0	0	0	3.06	4.08
ENSMUSG00000089789	0	1.12	3	0	0	0	1	0.49	0	0	0	1	0	2	0	0	0	0	0	0	0	1	1
ENSMUSG00000089798	0	1	2	0	0	0	1	0	1	0	0	1	0	1	3	0	0	0	0	0	0	1	0
ENSMUSG00000089803	0	4.6	6.4	0	1.75	0	0	0	0	0	0	8.81	0	0	1.61	0	0	1.73	0	0	0	0	0
ENSMUSG00000089804	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	2	0	0	0	0	0
ENSMUSG00000089810	11	2	11	4	0	0	1	0	5	2	6	9	4	5	4	0	1	1	0	1	3	11	5
ENSMUSG00000089824	28.29	31.89	35	15	0	1	3	1	5	10	11	26.86	10	7	8.1	1	7.89	3	0	0	0	2.76	4
ENSMUSG00000089827	2	4	8	4	4	2	13	1	0	10	5	5	6	2	3	0	4	10	0	2	2	3	5
ENSMUSG00000089828	3.05	4.56	8.56	6.77	1.33	0	0	2	1	1.41	9.69	6.45	3.02	2.05	2.76	0	1.65	4.01	0	0	0	6.94	1.03
ENSMUSG00000089832	90	61	112	33	2	1	0	3	44	34	85	137	65	24	35	5	12	8	3	6	32.78	87	43
ENSMUSG00000089844	6.67	8.17	8.49	5.48	4.99	0	5.36	1	4.47	1.04	16.66	20.56	3.98	2.2	10.18	0	10.17	14.37	0	2	2.19	5.73	7.14
ENSMUSG00000089847	55.05	35	69.94	34.13	7	3	21.95	6	35	25	49	103.34	39	11	15	3	13.84	18	0	0	13	41	31
ENSMUSG00000089855	294	235	237	317	100	35	84	99	223	223	323	418	394	189	302	64	213	511	26	148	315	316	354
ENSMUSG00000089857	1	0	0	4	0	0	0	1	0	0	2	2	1	0	0	0	1	1	0	0	0	0	0
ENSMUSG00000089862	37.34	30.55	47.67	12	1	2	4	3.47	3	5	20.4	29.73	1	3.36	9	1	5	10	0	0	1	2	5
ENSMUSG00000089872	30	21	26	19	0	0	6	1	10	9	44	48	8	22	18	1	8	7	2	0	23	14	12
ENSMUSG00000089875	14.12	10.54	14.63	5.84	5.66	0	7.06	1	3.1	3	19.01	32.23	10.66	1	4.98	1	3.26	6.32	0	2.25	10.98	7.54	24.4
ENSMUSG00000089876	1	0	0	0	0	0	0	0	0	0	4	0	1	3	4	0	1	0	0	0	0	0	0
ENSMUSG00000089901	18	13	13	5	5	2	3	3	1	0	13	24	1	3	9	1	8	5	0	4	1	2	2
ENSMUSG00000089902	0	0	0	0	0	0	0	1.68	0	0	0	0	3.01	1.78	0	0.13	0	0	0	0	1	2	3
ENSMUSG00000089911	67	66	67	36	6	2	9	2	5	15	29	66	5	16	68	4	12	12	1	1	1	14	13
ENSMUSG00000089917	24	22	51	24	1	2	8	1	6	11	32	46	15	13	10	5	4	6	1	2	9	11	11
ENSMUSG00000089929	16.31	9.12	11.61	3.42	6	2.39	10.56	1	2	9.22	8	16.14	4	2.93	8.65	0	17.94	14.58	0	0	0	4.8	1
ENSMUSG00000089931	3	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0
ENSMUSG00000089936	7.34	0.96	4.8	4.19	0	0	3.7	0.99	0.65	0	0	9.91	3.29	0.07	0.33	0	0.54	0	0	0	1.83	0.17	0
ENSMUSG00000089937	3	1	0	0	0	0	0	0	0	0	0	0	0	0	1.97	0	0	1	0	0	2	0	0
ENSMUSG00000089940	31.66	30.79	45.39	24.62	3.17	0.85	14.59	1	14.62	35.88	54.32	86.11	29.78	11.89	30.4	0	5.81	9.03	0	2	16.15	29.63	14.16
ENSMUSG00000089942	122.7	78.14	147.35	30.84	3.31	0	6.34	0	22.86	32.32	64.35	104.31	26.16	19.04	45.18	5.82	15.41	9.87	1.31	2.29	19.1	61.44	20.14
ENSMUSG00000089944	0	2	4	1	1	0	7	1	0	2	4	7.5	2	3	4	0	2	4	0	2	0	1	1
ENSMUSG00000089948	1	0	2	0	0	0	0	0	0	1	2	3	0	0	1	0	0	0	0	0	0	1	1
ENSMUSG00000089951	4.33	3	1.21	2.04	1	1.12	0.41	0	0	0	0.74	1.5	3	0	0.75	0	3.49	0	0	0	0	1.95	1
ENSMUSG00000089953	0	0	0	1	0	0	0	0	0	0	2	2	0	0	2	0	0	0	0	0	0	1	0
ENSMUSG00000089960	0	0	0	6.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089978	0	2	1	0	0	0	0.03	0	1.08	3.04	0	2.01	6	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000089989	7.29	18	23.88	19	2	3	4	1	13	11.42	23.98	63	20	9.78	3.12	1	14	8	0	0	5	21	14.89
ENSMUSG00000089993	0	0	0	1	0	0	0	0	0	3	1	2	2	0	0	0	0	0	0	0	1	1.97	0
ENSMUSG00000089995	2.85	1	1.28	0	1	0	0	0	1.59	4.2	2.35	2.74	0	0	2.9	0	0.25	2	0	0	0.93	0	0.96
ENSMUSG00000089996	2	2	0	0	0	1	0	0	0.67	0	0	0	4	0	0	0	0.22	0.89	0	0	2	1	1
ENSMUSG00000089997	1	3	0	1	0	0	0	0	0	0	1	3	0	1	0	0	1	2	0	0	0	1	0
ENSMUSG00000089998	4.38	0	0	5.27	0	1	5.1	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ENSMUSG00000090000	28	20	44	27	11	2	20	4	15	20	38	76	19	17	55	3	10	11	0	7	8	20	15
ENSMUSG00000090001	1	1	1	0	1	0	3	0	2	1	0	2	3	1	1	0	1	2	0	1	0	0	0
ENSMUSG00000090015	3.99	3.3	7.46	2.99	5.17	0	4.18	1	0	0	1	18.39	3.05	1	6.92	0	4	2.25	0	0	0	1.31	1
ENSMUSG00000090017	0	0	0	1	1	0	0	0	0	0	2	2	1	0	1	0	0	0	0	0	0	1	0
ENSMUSG00000090019	62.01	70	101	70	6	4	34	17	54	40	94	158	57	40	11	5	23	13	0	3	24	42	32
ENSMUSG00000090028	2.29	0.94	1.99	0	0	0	0	0	0	3	4.24	5.95	5.41	0	0	0	4	0.34	0	1	0.53	1.32	0.18
ENSMUSG00000090031	0	2	0	1	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090035	26	21	29	12	1	2	1	1	0	4	6	17	6	5	18	3	6	0	0	0	0	1	1
ENSMUSG00000090069	1.27	3	1.08	0	0	0	0	0	1	0	2.18	1	1.06	0	0	0	0	0	0	0	0.72	0	0
ENSMUSG00000090077	21.94	14.13	19.42	19.57	4.76	1.8	6.28	4.97	9.61	14.93	33.28	65.05	14.38	14.58	19.83	4	10	10	0	1	10.03	30.51	17.33
ENSMUSG00000090081	0	0	3	0	0	0	0	0	0	1	1	1.1	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000090083	2.37	1.29	9.17	1.48	1	0	0	1	2.11	2.22	11.68	19.29	7.04	2.36	17.38	1	1	0.44	1	0	1	4.81	3.73
ENSMUSG00000090086	27	17	34	19	6	5	8	3	23	20	52	108	28	21	13	1	12	13	1	10	22	105	56
ENSMUSG00000090093	0	0.63	0	0	1.68	1	0.96	0	0	0	0	0.49	0	0	1	0	0	0	0	0	0	0.79	0
ENSMUSG00000090098	0.46	0	0.78	0	0	0	1	0	1.96	0	1	2.9	0	2	1	0	2	0	0	0	1	1	0
ENSMUSG00000090100	9	5	7.18	2	0	0	0	0	0	1	4	1.47	4.79	1.25	0	1	0.42	0	0	1	0.71	4.95	0.15
ENSMUSG00000090104	23	25	46	31	3	2	10	2	12	14	23	56	15	9	6	0	3	2	2	1	2	15	5
ENSMUSG00000090110	17.98	16	10	22.84	6	6	13.96	3	6	13	8	17	9	7	5.88	2	33	45.87	1	3.78	9	14	5
ENSMUSG00000090112	14	14	19	12	1	2	6	3	0	2	1	23	6	6	2	0	2	5	0	1	1	2	2
ENSMUSG00000090113	4	0	3	1	2	0	0	2	2	2	0	4	2	3	2	1	0	10	0	1	4	4	2
ENSMUSG00000090115	6	2.16	5	0.53	0	0	1	0	3	2	3	3	0	1	14	0	0	3	0	0	0	2	0
ENSMUSG00000090124	182.55	102.88	195.65	61.29	0	0	2.9	0.54	16.2	50.15	80.46	68.43	14.62	22.42	101.2	9.38	2.94	5.53	1	0	0	71.74	2.88
ENSMUSG00000090136	3164.97	2949.25	2417.03	2912.17	3932.9	2587.51	6846.93	1064.36	1438.64	2386.99	3666.1	3670.94	3637.66	2008.63	2692.66	415.07	3574.48	7273.54	267.7	1054.69	1055.39	2389.66	2503.93
ENSMUSG00000090137	3299.12	2862.74	3126.84	3378.57	1580.39	1385.45	3796.75	694.51	2631.34	3319.36	3457.36	3640.58	3695.73	2530.89	3462.12	524.73	3100.59	4478.21	166.83	1075.27	2179.87	3505.92	2873.73
ENSMUSG00000090145	0	15.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090150	16	4	18	5	0	0	0	1	4	2	7	9	2	1	10	1	1	0	0	0	1	2	2
ENSMUSG00000090157	0	1.48	0	2	0	0	0	0	3	0	3	4.43	0	0	1	0	1	0	0	0	0	0	1
ENSMUSG00000090164	12	8	8	4	0	1	4	0	1	1	4	12	2	2	4	0	2	6	0	0	0	1	0
ENSMUSG00000090173	0	3	1	0	0	0	0	0	0	0	2	2	5	0	3	0	1	0	0	0	2	0	1
ENSMUSG00000090174	3	0	1.05	1.99	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	3	0
ENSMUSG00000090175	3.32	0	0	0	1	0	9.1	1.46	9.68	5.84	0	0	30.38	0	0	1.62	9.06	0	0	1.23	7.32	0	5.12
ENSMUSG00000090176	1	1	1	1	0	0	3	0	0	0	0	8	0	0	5.99	0	1	1	0	0	0	0	2
ENSMUSG00000090186	33.78	32.88	46.54	32	3	1	4	5	5.05	7.63	19	85.46	6.74	13.53	10.6	0	4.29	8.07	0	3	1	12.1	18.25
ENSMUSG00000090187	99.36	0	7.04	0	134.11	104.65	189.8	19.39	0	0	0	2.6	0	0	112.5	5.59	104.06	199.04	2.21	0	0	0	3.68
ENSMUSG00000090192	11	10	21	1	0	0	1	0	2	0	3	8	1	0	1	0	0	0	0	0	0	3	1
ENSMUSG00000090207	0	0	1	0	0	0	0	1	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000090210	1	0	1	1	0	0	0	1	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000090213	94.59	69.29	120.8	69.44	13	3	17	4.75	43	62	76.69	115	69	88.8	165.82	28.51	72	66	2.83	32.45	60	170	54
ENSMUSG00000090215	0	1.2	0	0	0	0	0	0	0	0	0	3.55	2	1.99	0	0	0	0	0	0	0	0	0
ENSMUSG00000090223	0	1	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000090231	10.92	10.13	19	4	0	0	1	3	4	13	9	11.3	12	8	7	1	18.47	13	3	9	10	2.22	64
ENSMUSG00000090234	3.68	0.77	3.33	3.69	0	0	0	0.53	0	2.12	0.6	0	0	0.74	0	0	0	0	0	0	0	0	0
ENSMUSG00000090235	1	0	1.6	3	1	0	1	0	0	0	2.01	4	1	2	5.41	0	1	0	0	0	1	3	0
ENSMUSG00000090236	2.62	1.75	1.02	1	0	0	1	0	0	0	1	2	2	1	2	0	0	2	0	0	0	1	0.34
ENSMUSG00000090246	3.3	1	6.15	0	0	1	0	0	0	1.25	4.04	3.9	2.07	0	2.47	0	1	0	0	0.97	0.5	0	1.01
ENSMUSG00000090247	53	40	77	36.6	21	14	74	10	36.39	35	112	150.41	44	27	37.36	4	39	48	4	7	43	81.52	63
ENSMUSG00000090252	1.53	0	1.26	1.22	2.38	0	1	0	0	1	2	0	1	0	0	0	1.44	1	0	0	0	0	0
ENSMUSG00000090257	0	1	0	0	0	0	0	0	0	1	0.28	0.23	0	1.28	0	0	0	0	0	1	1	0	5
ENSMUSG00000090258	23.47	24.56	24.83	13.01	4.05	0	21.2	1	4	11.94	33.38	37.12	18.81	9	15.1	1	8.71	11.87	2	0.97	8.01	18.04	9
ENSMUSG00000090262	9	8	13.01	13	1	5	6	5	6.01	2	18.03	23.49	4	5	3	0	5	4	0	0	5	8	10
ENSMUSG00000090264	0	2.11	0	4.24	1	0	0.75	0	4.03	0.94	0	2.83	0	0	4.38	2.43	0	0	0	0.6	0	0	2.27
ENSMUSG00000090266	27.18	27.41	34.69	31	11	3	31.53	8	15.42	25.38	24.64	58.67	23	14.34	11.43	5.25	13	8	0	2	9	17	12.16
ENSMUSG00000090272	83.48	75.23	72.87	35	10	8	20.47	10	14	21.87	56.58	92.88	40.38	33	18.71	4	11	22	1	9	7.41	13.33	21.87
ENSMUSG00000090273	0	1	0	1	0	0	0	0	0	0	0	3	1	2	0	0	0	0	0	0	0	1	0
ENSMUSG00000090278	0	0	0	0	0	0	0	0	2	2	0	2	0	1	0	0	0	0	0	0	0	0	1
ENSMUSG00000090286	0.88	0.88	0	0	0	0	0	0	0	0	0	6.04	0	3	0	1	0	0	0	0	0	1.01	0
ENSMUSG00000090290	1	3	3	1	0	0	0	0	0	0	2	1	1	0	4	0	0	0	0	0	2	0	0
ENSMUSG00000090307	4	0	0	2	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0
ENSMUSG00000090330	8.08	6.13	5.15	7.16	0	0	0	1	8.27	7.31	5	16.37	9	5	3.15	1	0	3	0	1.07	6	10	3.21
ENSMUSG00000090336	6	1	8	2	1	3	6	1	4	5	1	3	1	3	0	0	1	1	0	1	4	2	5
ENSMUSG00000090353	5.99	1.22	2.03	2.09	0	2	2.98	0	1	0	3	1.21	0	1.11	2.03	0	0	1	0	1	0	1.75	2.01
ENSMUSG00000090358	2	1	0	0	0	0	0	0	0	2.83	2	2	2	1	1.37	0	0	1	0	0	1	1.3	1
ENSMUSG00000090381	3.83	1.21	6.09	1.52	0	0	0.7	1.38	2.55	4.64	12.85	17.3	0.23	0	0	0	2.66	0.49	0	0	3.25	3.02	8.03
ENSMUSG00000090386	1	3.48	2	3	1	0	1	1	0	2	3	14	1	3	3	0	3	2	0	1	0	5	1.11
ENSMUSG00000090394	58	66.93	77	41	0	2	6.34	6	17.99	21	36	74	21	15.51	29	4	4.24	9.85	1	1	10.6	11	14
ENSMUSG00000090399	1	0	3	0	0	0	0	0	1	0	1	1	0	1	0	1	0	0	0	1	0	3	0
ENSMUSG00000090407	0	0	0	0	0	0	0	0	0	0	0	5.27	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090425	1	0	0	1	0	0	0	0	1	0	2	4	1	0	0	0	0	0	0	0	0.62	1	1
ENSMUSG00000090439	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
ENSMUSG00000090458	1.14	2.38	0	3.67	0	0	0	0	3.04	5.07	2.12	11.01	6.7	6.08	0	0	3.62	0	0.84	0.68	3.56	9.34	4.92
ENSMUSG00000090523	60	53	73	61	3	3	11	9	22	44	69	94	51	68	29	4	80	96	3	25	142	143	86
ENSMUSG00000090551	0	0	0	0	0	0	0	0	0	0	0	1.93	0	0	0	0	0	2.05	0	0	0	0	2
ENSMUSG00000090553	31	29	30	25	10	8	43	6	12	22	52	79	26	10	23	2	5.39	16	1	1	2	12	8
ENSMUSG00000090564	0	1	1	0	0	0	0	0	0	1	0	5.44	0	0	3	0	0	0	0	0	0	0	0
ENSMUSG00000090588	103	53	25	61	0	1	5	19	30	67	125	426	105	81	492	6	30	14	7	31	27	48	90
ENSMUSG00000090625	12.3	8.01	18.98	28.43	0	0	0.89	0	9.11	11.92	1.27	0	2.92	9.81	0	0.89	9.34	4.86	0	3.82	0	14.98	19.02
ENSMUSG00000090626	1	3	3	2.08	0	0	1.5	0	0	2	2	7	1	1	0	0	2	1	0	1	0	0	0
ENSMUSG00000090639	0	0	3.57	0	0	0	0	0	0	0	0	0	0	3.89	8.53	0	0.58	6.2	0	0	0	0	0
ENSMUSG00000090641	1	2	3	1	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	1	0
ENSMUSG00000090659	1	1	1	0	0	0	2	0	1	1	2	2	0	2	0	0	0	1	0	0	0	0	0
ENSMUSG00000090663	23	43	38	31	1	1	6	3	20	18	41	66	38	22	29	2	6	7	0	2	12	13	18
ENSMUSG00000090665	30	16	32	5	0	0	3	2	1	7	4	18	4	5	0	1	2	2	0	1	0	3	0
ENSMUSG00000090673	7	3	5	3	0	0	0	1	3	2	0	2	2	4	7	2	2	3	0	1	4	0	4
ENSMUSG00000090698	1	3	3	3	1	0	0	0	1	1	3	4	3	2	0	0	1	3	0	1	5	0	4
ENSMUSG00000090709	3	3	2	0	0	0	0	0	0	1	1.99	0	1	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000090841	6021.75	4703.92	5311	4714.54	3034	2042	8145.61	1362.55	4280	4625	9383.76	12602.52	5476.77	4329.64	4102.72	654	5256.26	6411.91	342	1376	5075	10247.26	7740.64
ENSMUSG00000090852	5.05	3	3.01	0	0	1	1	1	2	2	9	12	0	1	4.67	0	4	0	0	0	2	2	4
ENSMUSG00000090860	0	0	0	0	0	0	0.3	0	0.2	0.38	0	0.26	0	0.04	0	0	0	4.03	0	0	0	0	1.15
ENSMUSG00000090862	12.47	18.38	12.61	12.1	0	6.15	12.35	0	18.94	12.41	18.95	0	39.11	0	0	0	0	0	0	0	0	12.69	12.47
ENSMUSG00000090877	14.83	3.68	6.22	7	1	0	0	2.05	2.75	2	4.97	22.14	0	2	51.76	0	16.64	17.84	0	0	3	3.9	1.5
ENSMUSG00000090897	0	0	0	0	1	1	0	0	0	0	2	1	0	0	6.31	0	3	0	0	0	0	0	0
ENSMUSG00000090935	17.39	20.23	24.01	13.42	4.98	4	4	1	3	9.48	22	33	12.49	6	1.26	1	6.17	5.4	0	1	0	4	7.46
ENSMUSG00000090936	1	2	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090939	1	0	0	1	0	0	0	0	0	1	0	2	0	0	1	0	0	1	0	0	0	3	0
ENSMUSG00000090942	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	6	0	1	0	0	0
ENSMUSG00000090946	127	141	130	157	43	17	72	17	31	90	153	181	61	52	49	7	42	106	7	14	22	57	28
ENSMUSG00000090952	6	1	3.31	4.73	2.94	0	5	0	3	4	10	16.1	2	3	11.12	0	0	3.62	0	0	6.88	10.36	4.51
ENSMUSG00000090958	10	11	12	12	0	0	0	0	4	5	5	23	2	25	32	0	5	3	0	1	25	44	15
ENSMUSG00000090996	0	0	4.5	0	1.1	0	5.99	0	0	0	0	0	0	2.78	12.08	0	1.6	0	0	0	0	0	0
ENSMUSG00000091014	14	20	21	19	18	9	36	7	22	14	59	55	23	13	20	4	22	34	0	7	15	34	37
ENSMUSG00000091019	0	0	0	0	0	1	0	0	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091021	0	0	0	0	0	2.47	1.19	0	0	1.05	1.11	1.14	2.43	0	3.58	0	0	0	0	0	0	0	1.15
ENSMUSG00000091050	2	1	1	0	0	0	6.68	0	0	0	3.35	6.73	2	0	0	0	1	0	0	0	2	0	0
ENSMUSG00000091102	0	0	1	0	0	0	1	0	1.01	0	2	3.58	0	0	0	0	1	0	0	0	0	0	1.08
ENSMUSG00000091144	7.14	5	4	1	0	0	1	0	0	1	2.99	3.14	2	1	1.2	1	1.96	7	0	0	6	3	9.98
ENSMUSG00000091166	0	1	1	2	0	0	0	1	0	0	3	0	1	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000091183	1	2	0	0	0	0	2	0	0	1	0	3	0	1	0	0	0	1	0	0	0	0	0
ENSMUSG00000091184	1	1	2	1	0	0	0	0	1	3	0	2	1	1	4	0	1	1	0	0	0	1	2
ENSMUSG00000091199	0	2.14	0	0	2	0	1	0	0	0	2.48	1.2	0	1	3	0	0	2.18	0	0	0	0	0
ENSMUSG00000091227	0	0	0	0	0	0	0	0	0	1	1	0	1	1.02	0	0	0	1	0	0	0	1	1
ENSMUSG00000091228	67.48	46.37	25.65	27.83	22.66	6.73	26.14	2.51	24.67	19.89	59.34	106.23	31.37	15.21	34.39	3.73	45.48	25.11	2.45	3.34	24	66.3	30.22
ENSMUSG00000091264	25	16	29	13	4	5	6	2	9	9	13	32	10	10	18	0	8	5	0	3	5	25	3
ENSMUSG00000091313	0	0	1	0	0	0	0	0	0	0	2	1	1	2	1	0	0	0	0	0	0	1	0
ENSMUSG00000091337	74	46	84	37	6	4	20.9	10	10	18	56	106.94	23	23.95	35.83	3	19	30	2	5	10	29	6
ENSMUSG00000091363	3	6	3	3	0	0	0	2	3	2	4	7	3	2	1	1	0	0	0	1	0	0	4
ENSMUSG00000091367	3.76	0	0	0	0	0	0.19	0	1.58	0.06	0.14	0	2.98	0	0	0	0	2.58	0	0	0	1.42	0.38
ENSMUSG00000091405	4	2	0	1	0	0	1	0	0	1	2	1	1	1	1	1	0	3	0	2	4	3	1
ENSMUSG00000091412	0	0	0	0	0	1	0	0	0	1	1	1	0	2	1	0	0	0	0	0	0	0	1
ENSMUSG00000091421	0	24.59	0.02	0	0	0	0	0	0	0	0	0	0	0	7.3	0.21	0	0	1.53	0	0	0	0
ENSMUSG00000091460	0	1.06	0	0	0.13	0	0	0	1.07	0	0	0	0	0	0	0	0	0	0	0	0	1.79	1.12
ENSMUSG00000091462	1.73	4.65	3.79	0.78	0	0	2	0	0	0	0	5.18	0	2.24	4.53	0	0	1	0	0	6	0.13	0
ENSMUSG00000091474	4	5	3	2	1	0	2	1	0	2	2	6	1	2	1	0	2	3	0	0	1	0	0
ENSMUSG00000091475	0	0	0	0	0	0	1	0	1	1	1	1	0	0	0	0	1	1	0	0	0	0	1
ENSMUSG00000091478	14.58	3.01	7.96	8.11	1	0	0	0	7.85	4.7	13.65	18.76	8.62	0	8.08	2	1.86	3.87	1	1	7.61	2.52	12
ENSMUSG00000091498	0	0	0	1.73	0.77	12.42	0	0	0	0	0	0	22.61	0	0	0.59	1.31	0	0	0	0.27	0.45	0
ENSMUSG00000091509	7	7.66	13.72	9.84	4	2	4	2.56	5	6	17	23.31	10	8	6.32	0.8	7	5	2	0	1	0.8	4
ENSMUSG00000091512	26	20	38	15	4	3	9	0	3	10	25	46	13	9	18	0	7	7	0	1	6	11	2
ENSMUSG00000091514	0	0	0	0	0	0	0	0	0	0	1.66	3.56	0	1.15	0	0	0	0	0	0	0	0	0
ENSMUSG00000091537	202	153	181	144	142	83	333	42	75	94	216	361	170	90	163	17	108	199	5	24	26	130	82
ENSMUSG00000091542	6.15	3	2.98	1.7	0	1.67	0	0	1.78	2.98	1.63	6.22	10.54	2.99	4.3	1	3.5	5.35	0	3	8.03	4.98	8.19
ENSMUSG00000091549	10.8	12	8	9	1	0	1	0	0	6	7	8	0	5	3	1	2	2	0	0	1	11	4
ENSMUSG00000091562	3	3	2	0	0	0	0	0	0	1	0	0	0	0	2	1	0	0	0	0	0	1	0
ENSMUSG00000091575	3	1	4	2.33	0	0	0	0	0	2	8	11.48	2	5	1	1	1	0	0	0	2	8	0
ENSMUSG00000091576	51.48	45.83	92.37	7.66	1	0	2.7	1.64	1.49	5.99	15.62	30.97	5.89	8.61	2.49	1	5.55	0	0	0	4.18	29.75	2.03
ENSMUSG00000091577	0	2	3	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000091609	0	0	0	0.99	0	0	0	0	0	0	0	1.39	0	0	2.38	0	0	0	0	0	5.75	0	0
ENSMUSG00000091613	1	0	0	0	0	0	0	0	1	0	0	3	0	0	1.33	0	0	0	0	0	0	0	0
ENSMUSG00000091618	5.81	1	1	2	0	0	1	3	2	1	5	10	1	3	23	0	4	1	0	1	0	1	1
ENSMUSG00000091625	9	7	13	8	4	2.96	16	5	1	6	18	23	16	4	13	1	1	3	0	1	2	3	3
ENSMUSG00000091649	11.76	27	23	18	2	2	4	4.01	3.01	13	16	32	6.01	3	1.83	1	15	7	0	7	2	6	25.02
ENSMUSG00000091650	37.03	12.65	31.8	23.71	16.03	2	6.01	2	6.02	12.04	11.85	13.02	11.03	28.07	9.06	0	9.76	245.16	0	3	9.86	30.77	16.85
